,Basal18,Basal73,Basal98,Basal103,Basal109,LumA18,LumA73,LumA98,LumA103,LumA109
ENSG00000243667,541,499,568,544,180,672,319,494,232,342
ENSG00000243678,60,65,15,31,29,41,142,45,40,38
ENSG00000243679,489,244,372,203,115,706,208,370,203,204
ENSG00000243696,27,14,13,48,21,72,21,150,12,17
ENSG00000243701,228,317,231,301,248,2886,1189,785,306,701
ENSG00000243710,4,17,3,63,18,351,42,554,451,160
ENSG00000243716,88,54,69,35,71,246,74,225,98,102
ENSG00000243725,49,68,77,52,15,34,76,69,10,26
ENSG00000243742,72,226,62,272,123,292,303,44,119,23
ENSG00000243746,8,15,6,32,3,15,103,23,6,5
ENSG00000243753,407,275,91,207,209,388,155,509,95,52
ENSG00000243819,65,134,16,16,6,41,9,49,3,15
ENSG00000243829,9,17,29,39,5,25,65,10,2,11
ENSG00000243836,31,41,631,52,23,72,23,4,0,33
ENSG00000243896,46,40,39,21,17,134,89,48,67,106
ENSG00000243926,43,70,74,40,34,41,89,94,53,48
ENSG00000243927,3369,2622,1028,2394,897,1775,2478,527,1265,678
ENSG00000243943,2126,1651,1131,1249,1971,2820,1404,3399,1078,1661
ENSG00000243964,18,20,12,27,6,16,44,7,4,21
ENSG00000243970,80,48,186,95,218,80,273,572,30,79
ENSG00000244005,1802,1573,2237,1235,616,2479,2090,2124,902,1217
ENSG00000244026,341,717,348,408,312,536,516,557,200,332
ENSG00000244038,30663,9051,29689,16699,12643,19134,20545,13817,8470,9870
ENSG00000244041,294,75,46,90,58,229,122,177,170,95
ENSG00000244045,693,550,357,611,158,675,756,1008,509,524
ENSG00000244055,99,39,27,63,62,268,169,98,92,112
ENSG00000244119,32,17,4,29,17,254,65,270,33,66
ENSG00000244161,54,98,21,75,34,681,108,320,303,144
ENSG00000244165,167,437,182,105,44,259,156,234,96,97
ENSG00000244187,1035,815,782,421,178,2502,1321,2870,1054,1124
ENSG00000244198,235,157,59,107,55,406,139,177,118,149
ENSG00000244242,690,42,85,22,61,37,390,198,5,100
ENSG00000244265,18,12,22,9,15,192,144,114,17,225
ENSG00000244274,24,30,4,19,7,329,92,89,16,37
ENSG00000244300,137,10,47,153,20,698,81,569,24,179
ENSG00000244306,87,155,89,59,262,58,144,13,73,105
ENSG00000244313,427,904,1071,1171,273,497,937,455,265,303
ENSG00000244363,48,41,69,55,11,15,129,21,21,27
ENSG00000244398,421,304,822,602,158,499,716,164,382,131
ENSG00000244405,1248,759,4710,1806,1140,845,1364,676,307,729
ENSG00000244437,9316,254,55,8930,1039,994,277,7,119,1646
ENSG00000244459,36,55,35,52,6,37,43,34,22,22
ENSG00000244462,4771,6844,4157,8890,3196,7022,8375,7474,3198,4035
ENSG00000244468,11,2,1,0,1,66,69,23,11460,100
ENSG00000244479,115,30,19,18,12,120,67,125,50,43
ENSG00000244480,11,8,1,24,13,33,20,57,10,19
ENSG00000244482,114,191,61,471,100,97,550,92,20,22
ENSG00000244486,1383,875,89,706,95,672,444,132,301,171
ENSG00000244509,717,984,3788,8417,817,2223,5998,5648,387,977
ENSG00000244513,41,51,35,43,55,61,138,48,11,26
ENSG00000244538,30,19,36,59,4,8,143,13,17,10
ENSG00000244558,85,10,16,7,7,49,6,54,8,9
ENSG00000244560,79,27,14,22,65,182,90,129,39,31
ENSG00000244575,3597,25,12,256,102,209,85,0,50,119
ENSG00000244586,11,38,7,8,27,139,195,11,38,37
ENSG00000244617,34,42,68,104,19,82,48,92,56,98
ENSG00000244625,116,155,71,359,43,235,300,456,61,121
ENSG00000244627,121,89,50,92,68,189,50,122,45,79
ENSG00000244682,51,3185,86,695,135,178,134,205,54,35
ENSG00000244687,89,71,84,135,114,186,180,209,73,72
ENSG00000244694,17,41,9,42,33,27,18,26,14,50
ENSG00000244716,65,26,63,53,23,51,67,29,18,25
ENSG00000244731,234,150,727,1102,172,23894,18507,10894,208,3094
ENSG00000244733,28,13,13,28,39,23,19,14,7,6
ENSG00000244734,182,16,34,545,164,146,2474,287,402,295
ENSG00000244754,3021,3346,2055,5575,2781,6044,8443,8054,2190,4785
ENSG00000244879,1623,257,416,536,588,967,1664,2211,599,485
ENSG00000244926,3,31,15,12,19,52,22,28,6,27
ENSG00000244932,28,36,23,46,82,183,50,85,29,31
ENSG00000244945,8,5,2,11,7,59,16,77,12,32
ENSG00000244968,32,27,210,21,26,157,62,254,26,158
ENSG00000245017,40,4,24,18,11,20,20,11,10,10
ENSG00000245025,56,61,30,313,53,91,106,61,15,61
ENSG00000245060,169,192,130,338,99,419,281,444,159,241
ENSG00000245105,51,38,91,107,57,56,113,93,38,38
ENSG00000245112,16,7,5,34,6,18,49,34,13,11
ENSG00000245146,102,197,46,254,42,441,272,436,77,250
ENSG00000245149,403,137,47,87,168,188,171,195,589,126
ENSG00000245156,12,15,5,17,18,45,25,30,11,12
ENSG00000245164,209,38,20,1274,219,46,152,1,5,29
ENSG00000245205,12,33,12,51,14,16,136,22,4,24
ENSG00000245213,62,32,35,46,55,203,148,435,32,157
ENSG00000245248,108,214,279,83,80,39,13,42,4,4
ENSG00000245275,44,65,27,144,48,271,221,319,59,170
ENSG00000245281,30,17,35,27,25,119,123,210,3,76
ENSG00000245317,82,46,25,29,10,70,71,274,47,60
ENSG00000245468,29,16,8,24,4,75,10,90,31,30
ENSG00000245498,68,59,35,225,92,543,210,453,28,95
ENSG00000245522,70,27,15,20,33,118,28,35,17,50
ENSG00000245532,12845,6670,4488,10210,12907,82859,27896,62536,26213,13388
ENSG00000245552,84,40,46,171,67,163,117,301,7,58
ENSG00000245556,370,179,112,478,193,709,597,721,167,343
ENSG00000245571,129,87,210,341,125,871,569,664,235,291
ENSG00000245573,76,95,14,77,32,259,329,162,284,152
ENSG00000245614,66,25,99,45,78,66,58,53,24,30
ENSG00000245648,35,226,156,165,92,48,37,1,34,21
ENSG00000245680,681,533,492,1023,147,1852,1300,2479,723,1017
ENSG00000245685,180,15,5,43,4,42,29,103,6,22
ENSG00000245694,5387,1693,829,530,3386,10933,4013,5425,2616,2658
ENSG00000245750,20,7,5,119,19,4545,336,1033,357,1880
ENSG00000245812,24,12,1,90,13,28,41,7,10,11
ENSG00000245848,777,127,360,1750,247,410,401,392,164,309
ENSG00000245849,231,108,123,262,172,1303,580,1292,160,304
ENSG00000245888,36,10,4,14,17,55,34,68,4,34
ENSG00000245904,61,7,42,136,19,20,31,13,4,14
ENSG00000245910,4863,2131,4408,2808,1088,971,2216,916,742,918
ENSG00000245937,762,236,499,1291,624,2823,2533,3173,992,2476
ENSG00000245958,413,307,164,280,241,976,619,822,182,336
ENSG00000245970,215,51,64,64,55,46,55,50,12,29
ENSG00000245975,19,18,29,12,0,58,41,72,16,52
ENSG00000246067,327,240,223,298,217,560,474,627,105,400
ENSG00000246082,50,27,165,227,114,835,821,1037,292,547
ENSG00000246089,615,250,339,152,120,233,222,175,66,141
ENSG00000246090,117,92,31,68,78,80,69,8,27,28
ENSG00000246100,17,24,27,158,49,72,689,19,15,37
ENSG00000246174,142,61,274,74,75,262,150,289,89,102
ENSG00000246203,112,49,26,45,36,33,18,38,26,22
ENSG00000246223,36,9,9,308,27,14,29,1,19,32
ENSG00000246225,8,7,3,18,15,68,49,49,7,34
ENSG00000246263,105,36,33,50,37,79,100,124,29,83
ENSG00000246273,167,161,69,124,75,215,244,276,55,154
ENSG00000246308,21,11,15,32,13,38,30,19,12,20
ENSG00000246339,55,20,33,11,71,133,15,147,6,57
ENSG00000246451,55,105,25,141,123,228,149,201,65,79
ENSG00000246465,370,12,116,52,87,54,22,53,9,32
ENSG00000246523,9,12,22,35,16,21,33,38,14,16
ENSG00000246526,114,8,13,202,21,72,51,42,11,48
ENSG00000246560,54,59,22,39,20,166,65,70,102,68
ENSG00000246575,48,222,67,113,61,185,63,81,37,74
ENSG00000246582,238,38,171,124,102,207,215,133,28,163
ENSG00000246596,17,51,14,87,78,153,140,186,35,110
ENSG00000246695,64,92,158,274,775,372,207,1243,55,157
ENSG00000246705,2781,3385,2786,2409,843,6821,3923,11680,32106,4927
ENSG00000246731,74,18,4,31,15,23,53,6,1,13
ENSG00000246763,20,10,4,12,106,97,68,75,18,46
ENSG00000246859,142,139,9,182,362,320,185,38,105,36
ENSG00000246877,37,4,46,9,14,14,9,18,12,8
ENSG00000246889,43,19,27,26,41,59,48,53,26,84
ENSG00000246898,29,30,263,113,39,131,70,11,3,113
ENSG00000246922,141,71,65,114,45,803,278,751,131,214
ENSG00000246982,41,32,4,8,14,92,56,208,15,43
ENSG00000246985,46,34,6,50,38,259,85,11,21,139
ENSG00000247077,4340,3053,8098,3878,1808,3914,3935,4400,2191,2464
ENSG00000247081,1138,275,158,286,222,280,126,584,107,191
ENSG00000247092,267,186,153,130,93,127,212,400,62,100
ENSG00000247095,218,620,140,35,22,147,33,218,80,70
ENSG00000247121,61,35,14,65,20,119,90,152,28,168
ENSG00000247134,16,46,10,147,6,15,247,9,12,21
ENSG00000247137,66,82,28,71,77,244,105,132,22,91
ENSG00000247157,31,12,11,66,25,43,63,70,4,29
ENSG00000247199,16,42,4,33,21,38,60,64,21,42
ENSG00000247240,75,76,69,147,26,238,217,235,98,156
ENSG00000247271,292,227,294,696,187,457,1232,1184,386,625
ENSG00000247287,45,40,17,177,52,181,92,223,55,54
ENSG00000247315,1939,1716,943,1881,958,2244,1733,2141,892,1023
ENSG00000247317,1138,63,351,107,133,93,91,31,4,82
ENSG00000247373,165,47,169,68,71,340,124,260,49,76
ENSG00000247400,86,339,52,110,225,239,273,833,185,267
ENSG00000247498,111,203,47,151,202,311,258,315,131,238
ENSG00000247516,630,351,9,176,24,77,90,777,409,293
ENSG00000247556,3386,3942,3609,13971,2017,10653,17499,11228,5295,8305
ENSG00000247572,205,72,111,273,173,964,385,380,193,365
ENSG00000247595,51,126,48,36,35,193,88,133,101,55
ENSG00000247596,3311,1927,1077,2666,413,1540,2891,1841,1546,1041
ENSG00000247626,720,1336,617,1077,235,1174,2124,1256,366,556
ENSG00000247627,3486,77,4493,28,2455,74,2966,2742,1991,28
ENSG00000247679,136,148,97,259,201,501,355,479,124,285
ENSG00000247708,215,267,211,233,179,584,221,461,134,201
ENSG00000247735,133,26,20,29,66,183,48,176,10,111
ENSG00000247746,202,148,208,559,466,507,205,548,114,208
ENSG00000247774,336,224,187,1753,161,154,283,98,43,164
ENSG00000247796,76,182,38,149,163,374,217,279,95,180
ENSG00000247809,95,95,5,50,18,110,111,11,12,52
ENSG00000247828,289,151,128,631,760,1955,848,1282,351,481
ENSG00000247903,5,4,2,46,74,88,51,75,13,33
ENSG00000247934,69,67,43,113,114,353,258,278,172,111
ENSG00000247950,155,46,26,58,61,233,79,227,56,104
ENSG00000247982,224,32,40,327,51,88,235,75,79,112
ENSG00000248008,838,831,841,577,374,4481,2115,4744,2115,2188
ENSG00000248019,61,79,12,183,67,148,300,277,21,95
ENSG00000248049,336,808,428,549,355,1507,958,1055,542,565
ENSG00000248092,575,474,745,931,485,1297,2224,1604,347,600
ENSG00000248124,229,55,117,368,136,105,171,34,10,48
ENSG00000248161,77,30,11,20,24,14,28,24,7,19
ENSG00000248265,8,5,11,23,2,119,10,6,52,17
ENSG00000248275,388,400,182,310,88,305,451,351,214,292
ENSG00000248278,6,12,6,27,6,53,40,24,34,52
ENSG00000248290,0,2,3,3,1,194,111,34,0,34
ENSG00000248323,17,117,26,84,21,28,61,18,18,11
ENSG00000248329,12,38,0,53,43,16,12,549,29,55
ENSG00000248333,2456,2858,1945,1776,873,2396,2037,2416,979,1203
ENSG00000248334,72,62,58,145,47,122,115,235,23,62
ENSG00000248360,31,19,0,8,10,2228,1444,3571,651,2685
ENSG00000248367,55,21,15,15,17,44,31,78,14,27
ENSG00000248383,19,97,5,48,9,53,23,42,5,9
ENSG00000248405,28,24,5,6,7,57,57,67,22,15
ENSG00000248429,36,48,3,183,49,2043,619,1548,406,755
ENSG00000248441,27,16,7,239,31,71,99,9,7,34
ENSG00000248445,17,19,3,41,33,73,72,56,11,25
ENSG00000248485,648,54,7,138,10,32,6,16,65,7
ENSG00000248487,153,150,271,194,25,379,287,487,217,188
ENSG00000248489,28,5,17,28,17,42,31,59,13,18
ENSG00000248503,28,14,0,27,7,60,30,35,9,36
ENSG00000248508,243,72,27,208,83,197,353,147,220,267
ENSG00000248527,13822,17949,11128,12867,30578,22919,20928,33418,11452,7592
ENSG00000248559,7,11,13,11,6,33,35,61,9,27
ENSG00000248569,28,48,30,32,18,22,21,23,16,16
ENSG00000248593,59,73,78,324,246,190,286,519,116,179
ENSG00000248636,30,6,5,21,10,7,20,12,7,11
ENSG00000248643,14,12,6,28,19,50,18,25,10,15
ENSG00000248671,64,109,47,27,91,168,112,74,81,79
ENSG00000248712,28,36,53,33,18,276,105,601,52,41
ENSG00000248727,228,190,8,76,188,411,697,2012,323,592
ENSG00000248734,11,11,9,75,35,72,37,30,4,21
ENSG00000248858,65,16,0,12,4,14,26,28,44,15
ENSG00000248866,90,107,29,133,79,332,238,196,68,166
ENSG00000248896,8,22,10,34,23,52,32,16,7,17
ENSG00000248905,568,293,357,1862,205,3898,5346,4146,1034,2575
ENSG00000248923,12,32,3,35,37,32,30,237,19,14
ENSG00000248932,218,314,100,197,359,525,339,385,548,466
ENSG00000248971,13,4,3,34,23,52,35,57,13,21
ENSG00000248994,41,5,461,17,83,313,33,156,7,93
ENSG00000249007,43,11,26,1,16,159,22,15,11,35
ENSG00000249042,60,38,29,29,35,564,268,407,116,267
ENSG00000249087,202,42,23,41,60,239,138,193,41,75
ENSG00000249096,83,8,4,310,61,53,35,4,3,29
ENSG00000249115,2450,1368,1421,1226,616,1719,1022,1481,631,578
ENSG00000249129,7,17,8,32,11,44,38,48,12,26
ENSG00000249207,21,9,52,52,19,45,107,110,54,52
ENSG00000249242,460,181,139,1163,668,555,2304,108,7577,4636
ENSG00000249249,26,18,6,95,22,78,67,95,16,56
ENSG00000249264,105,206,185,404,75,152,534,234,85,142
ENSG00000249307,34,42,3,26,30,68,16,0,5,19
ENSG00000249348,80,33,14,62,22,292,208,305,53,212
ENSG00000249353,137,227,193,425,192,145,513,133,43,86
ENSG00000249437,43,17,18,540,50,89,182,18,15,60
ENSG00000249459,424,198,147,175,129,126,50,168,56,39
ENSG00000249464,11,18,18,26,16,33,64,1,15,14
ENSG00000249471,152,786,79,279,146,642,466,742,192,360
ENSG00000249485,17,33,28,39,26,59,60,62,15,33
ENSG00000249492,27,40,55,39,51,58,49,42,22,40
ENSG00000249572,24,20,11,25,19,44,39,47,25,24
ENSG00000249592,311,106,85,141,153,460,173,372,385,179
ENSG00000249602,240,71,64,13,9,30,23,30,22,19
ENSG00000249626,10,26,29,11,27,254,22,132,29,56
ENSG00000249637,20,32,13,16,3,28,22,60,22,24
ENSG00000249641,177,133,227,24,28,92,3,2,11,35
ENSG00000249661,12,0,1,4,16,3230,434,1484,1383,74
ENSG00000249669,1024,287,42,298,206,613,294,71,122,205
ENSG00000249673,1251,568,293,603,143,1325,420,1365,494,863
ENSG00000249679,49,11,4,8,13,65,15,4,23,14
ENSG00000249684,17,55,20,18,1,107,196,76,73,211
ENSG00000249700,36,59,11,31,29,79,46,28,76,54
ENSG00000249715,11,6,9,6,7,279,30,1048,36,126
ENSG00000249740,17,26,45,32,63,67,32,47,17,17
ENSG00000249751,28,31,21,132,17,47,126,8,17,37
ENSG00000249825,6,7,4,248,24,90,46,6,60,21
ENSG00000249846,13,16,18,33,66,97,27,210,22,74
ENSG00000249852,17,28,1,16,2,80,252,93,1,29
ENSG00000249855,161,755,113,216,80,110,383,151,50,111
ENSG00000249859,1381,1633,871,742,391,1286,919,1054,813,493
ENSG00000249863,73,33,20,80,25,48,80,70,12,35
ENSG00000249898,161,71,40,84,96,110,75,46,27,37
ENSG00000249915,511,218,248,283,285,815,388,564,201,266
ENSG00000249917,23,103,4,59,16,220,50,63,20,25
ENSG00000249936,136,182,110,107,63,185,146,125,41,53
ENSG00000249992,492,2862,370,1011,55,264,87,29,76,53
ENSG00000250012,75,123,58,61,30,108,137,300,38,203
ENSG00000250067,106,69,104,47,76,159,70,246,44,37
ENSG00000250073,16,22,6,36,9,27,24,19,4,11
ENSG00000250091,210,171,341,78,36,438,123,311,618,251
ENSG00000250120,47,36,2,201,20,188,75,2045,26,29
ENSG00000250131,15,11,12,23,16,43,50,28,15,22
ENSG00000250132,98,58,125,163,377,171,215,167,45,214
ENSG00000250133,191,95,45,29,31,68,29,0,12,4
ENSG00000250155,22,17,5,301,13,10,91,9,9,38
ENSG00000250159,36,27,80,93,39,294,24,261,37,49
ENSG00000250182,173,267,121,442,67,175,671,283,81,204
ENSG00000250208,44,109,17,167,48,222,183,29,40,32
ENSG00000250220,25,20,9,10,8,12,17,27,13,25
ENSG00000250251,375,174,158,163,208,238,230,467,89,211
ENSG00000250299,9,9,7,42,13,26,24,64,14,19
ENSG00000250303,127,111,26,81,22,80,305,88,32,15
ENSG00000250305,103,121,9,178,114,768,378,178,60,161
ENSG00000250312,431,436,127,730,209,1393,314,828,391,745
ENSG00000250317,1095,746,436,1394,294,1211,1286,754,853,321
ENSG00000250318,53,45,32,50,23,61,57,119,60,42
ENSG00000250320,18,82,3,38,19,62,137,92,7,27
ENSG00000250326,17,16,5,78,20,28,59,37,10,27
ENSG00000250365,21,14,19,17,16,55,39,27,12,24
ENSG00000250397,46,44,8,30,9,85,37,138,5,44
ENSG00000250451,131,35,15,12,35,36,52,27,14,20
ENSG00000250462,489,600,375,397,141,296,359,706,291,387
ENSG00000250474,8,19,17,16,8,40,43,17,11,14
ENSG00000250479,928,2331,1783,1048,156,444,1787,1481,588,276
ENSG00000250486,78,185,68,29,34,90,14,253,0,30
ENSG00000250508,11,0,14,58,27,276,700,148,8,15
ENSG00000250510,65,49,23,128,24,311,1106,18,45,241
ENSG00000250519,46,137,187,114,58,40,66,44,69,17
ENSG00000250539,34,12,13,28,11,31,40,72,43,32
ENSG00000250565,704,792,1126,606,371,166,353,558,274,423
ENSG00000250569,11,24,6,21,10,105,44,50,14,24
ENSG00000250571,2585,891,301,201,77,589,398,536,244,226
ENSG00000250608,28,15,22,36,37,203,64,355,59,83
ENSG00000250616,129,30,19,523,42,91,76,204,49,97
ENSG00000250644,46,8,18,13,7,40,182,110,8,52
ENSG00000250654,19,18,5,66,12,17,23,2,5,8
ENSG00000250722,426,2579,1600,7663,1380,10094,4823,2456,846,2431
ENSG00000250731,8,30,23,48,38,34,40,56,9,16
ENSG00000250742,347,333,496,524,126,3430,278,1627,275,537
ENSG00000250770,2,2,24,19,60,30,22,118,21,17
ENSG00000250786,214,1403,31,201,65,181,444,497,591,230
ENSG00000250790,34,15,14,49,37,106,81,250,2,34
ENSG00000250802,86,81,34,56,84,108,406,159,21,15
ENSG00000250859,38,27,27,37,23,65,50,35,37,44
ENSG00000250896,27,12,40,33,18,38,24,32,6,17
ENSG00000250899,120,134,306,280,274,227,431,193,21,80
ENSG00000250903,258,120,62,344,153,1074,499,835,484,783
ENSG00000250959,102,20,30,75,104,118,145,266,51,144
ENSG00000250966,32,61,95,23,11,100,62,45,26,16
ENSG00000250982,22,272,279,23,13,2,153,64,6,13
ENSG00000250986,11,72,6,79,6,37,12,142,6,6
ENSG00000250988,29,10,16,14,3,36,30,42,9,14
ENSG00000250995,21,32,5,13,18,70,25,9,35,13
ENSG00000250999,25,20,10,36,17,60,27,59,14,22
ENSG00000251002,8,8,3,61,14,12,25,139,15,43
ENSG00000251022,1436,1034,927,2218,2178,4334,2250,1649,1354,1402
ENSG00000251023,11,11,4,32,5,62,36,52,21,42
ENSG00000251034,33,37,17,194,27,144,131,125,43,80
ENSG00000251136,649,433,736,568,684,594,443,678,274,308
ENSG00000251141,46,29,32,79,56,17892,933,25495,117,12439
ENSG00000251143,7,4,9,16,22,94,44,35,14,10
ENSG00000251151,124,76,54,19,13,42,2,0,21,2
ENSG00000251161,53,183,88,17,6,24,17,13,7,5
ENSG00000251188,34,9,37,18,17,67,27,53,10,21
ENSG00000251192,169,209,189,322,186,464,380,397,106,297
ENSG00000251211,26,8,41,20,3,15,14,18,20,12
ENSG00000251247,314,137,205,427,104,668,346,504,109,284
ENSG00000251287,3,19,36,3,24,91,9,28,14,13
ENSG00000251301,53,16,10,890,39,12,16,4,2,17
ENSG00000251322,2195,1575,1020,2133,643,2223,2612,1052,607,991
ENSG00000251359,14,10,13,28,3,34,27,83,24,47
ENSG00000251364,73,76,12,185,41,277,232,110,30,333
ENSG00000251365,109,56,14,41,31,47,26,59,24,41
ENSG00000251369,307,383,328,866,740,1521,1439,988,229,627
ENSG00000251396,437,115,232,126,89,51,38,55,53,71
ENSG00000251414,6,9,12,27,21,54,26,30,19,16
ENSG00000251417,57,14,13,17,24,60,25,107,8,33
ENSG00000251429,8,8,2,16,12,221,59,321,26,28
ENSG00000251432,156,86,15,48,131,362,80,330,98,50
ENSG00000251442,133,503,93,1151,232,309,780,166,72,180
ENSG00000251474,335,302,541,470,927,1521,347,865,209,333
ENSG00000251495,35,23,19,23,4,23,40,14,17,8
ENSG00000251562,4614,9097,2634,17589,8748,29366,10492,38858,9115,4163
ENSG00000251580,90,64,20,29,75,127,41,129,37,92
ENSG00000251595,51,39,79,67,32,113,48,76,31,30
ENSG00000251602,159,134,421,103,84,620,148,401,124,252
ENSG00000251611,19,17,1,3,11,41,22,72,11,51
ENSG00000251615,566,381,268,281,74,2994,436,3025,937,433
ENSG00000251634,11,4,1,18,18,29,26,22,24,29
ENSG00000251661,71,8,24,10,36,43,18,89,3,58
ENSG00000251669,289,338,69,123,88,549,163,436,191,190
ENSG00000251867,128,58,44,61,26,34,54,58,49,22
ENSG00000253106,242,246,42,216,83,281,161,328,277,168
ENSG00000253123,45,22,4,67,10,24,38,14,49,50
ENSG00000253125,10,0,5,3,2,236,8,57,161,518
ENSG00000253159,78,100,10,494,89,239,270,21,65,81
ENSG00000253161,20,50,4,97,6,46,61,9,114,17
ENSG00000253200,20,9,18,39,43,58,42,101,12,31
ENSG00000253210,173,101,122,110,40,125,149,402,103,218
ENSG00000253251,45,98,56,176,93,210,289,197,69,160
ENSG00000253276,1021,2710,7850,4439,1119,1529,3926,538,664,632
ENSG00000253293,31,81,158,702,27,106,344,9,38,29
ENSG00000253304,197,165,18,470,101,193,196,1211,76,352
ENSG00000253305,61,97,45,183,113,227,137,67,145,32
ENSG00000253313,1559,298,508,179,221,833,746,2093,927,1308
ENSG00000253320,353,94,49,193,103,316,228,328,181,306
ENSG00000253327,17,45,10,20,1,107,13,44,14,37
ENSG00000253330,50,17,17,74,14,66,21,67,11,15
ENSG00000253341,82,137,179,498,120,383,539,553,177,231
ENSG00000253352,5650,6740,5446,9105,3982,10461,11401,13166,4695,6181
ENSG00000253361,10,6,49,7,14,96,2,130,34,47
ENSG00000253368,631,229,1057,333,220,411,269,585,101,444
ENSG00000253392,12,21,19,18,12,33,18,28,14,14
ENSG00000253414,17,33,4,19,2,72,10,30,126,10
ENSG00000253438,106,57,137,78,22,112,87,84,46,67
ENSG00000253485,11,66,15,87,103,160,119,31,35,31
ENSG00000253520,26,36,13,62,81,48,86,6,11,17
ENSG00000253522,70,56,16,455,84,12,65,12,3,19
ENSG00000253537,10,28,6,53,49,53,91,265,116,22
ENSG00000253540,50,91,132,53,99,238,107,219,95,94
ENSG00000253549,207,24,90,33,21,28,425,25,22,35
ENSG00000253552,45,51,71,109,20,157,76,5,11,49
ENSG00000253570,25,208,21,62,16,91,92,85,25,193
ENSG00000253582,38,67,4,15,7,30,32,34,5,22
ENSG00000253598,36,22,5,12,24,28,29,35,22,17
ENSG00000253605,11,21,30,33,10,16,33,17,21,14
ENSG00000253626,54,57,165,182,216,34,83,165,17,26
ENSG00000253636,39,31,180,84,98,130,73,494,41,44
ENSG00000253661,7,15,0,52,17,49,41,0,8,7
ENSG00000253667,22,15,15,39,31,44,45,36,14,24
ENSG00000253669,40,37,67,66,22,98,74,31,42,34
ENSG00000253671,21,4,18,11,17,220,70,89,19,64
ENSG00000253676,31,38,18,49,10,14,42,10,9,24
ENSG00000253683,13,49,127,131,23,70,100,47,101,37
ENSG00000253686,58,4,5,73,23,15,5,10,86,58
ENSG00000253704,123,19,17,20,22,38,28,28,12,19
ENSG00000253710,170,318,78,576,328,569,946,704,289,491
ENSG00000253716,269,499,152,92,102,196,339,538,248,328
ENSG00000253719,6533,6210,4371,9199,4299,15703,10002,13584,5336,8148
ENSG00000253729,52224,24702,28669,68448,23133,24382,29968,25612,10054,13826
ENSG00000253731,73,109,34,126,173,149,170,99,65,45
ENSG00000253738,2851,2094,700,2190,1085,2198,2584,2059,1010,1259
ENSG00000253741,57,38,11,17,14,25,18,89,6,28
ENSG00000253755,6260,1603,24,11064,971,1330,593,24,565,7310
ENSG00000253771,10,16,6,15,17,40,8,3,34,6
ENSG00000253773,42,16,2,11,35,17,18,19,12,34
ENSG00000253846,47,170,12,241,61,143,166,34,357,87
ENSG00000253854,69,40,41,80,85,111,71,100,30,59
ENSG00000253873,24,55,7,121,33,29,102,19,53,18
ENSG00000253878,30,24,19,17,10,58,14,79,10,36
ENSG00000253910,14,42,76,99,113,135,211,76,44,74
ENSG00000253930,57,19,30,86,73,66,114,30,6,36
ENSG00000253948,200,42,26,38,30,40,66,58,40,40
ENSG00000253953,6,202,2,34,16,41,150,10,327,13
ENSG00000253955,35,21,11,34,9,35,46,97,482,50
ENSG00000253958,6096,289,326,587,474,251,417,376,143,30
ENSG00000253978,16,14,34,14,5,47,25,30,29,6
ENSG00000253982,1009,393,143,765,145,1579,889,1346,394,1106
ENSG00000254004,2246,2418,847,5015,1410,4002,3280,3339,1607,1650
ENSG00000254024,71,46,13,2,11,7,8,25,37,15
ENSG00000254064,13,13,5,15,16,30,36,16,7,9
ENSG00000254087,5730,2905,2086,11644,2342,1772,4843,644,731,1081
ENSG00000254093,354,660,338,344,180,282,352,263,79,118
ENSG00000254109,34,12,17,21,5,108,39,52,15,30
ENSG00000254122,81,80,9,498,91,296,457,55,126,124
ENSG00000254153,13,12,10,2,15,38,109,200,6,154
ENSG00000254162,25,25,14,80,13,28,24,73,103,21
ENSG00000254165,41,21,3,22,47,59,41,18,12,13
ENSG00000254166,6,39,1091,18,6,36,15,15,37,5
ENSG00000254206,27,21,26,37,27,67,50,119,32,40
ENSG00000254221,69,60,1,33,134,31,44,9,55,6
ENSG00000254231,37,11,9,72,11,886,354,636,155,438
ENSG00000254245,19,12,1,47,31,55,24,7,33,22
ENSG00000254285,338,76,79,23,39,202,135,245,529,77
ENSG00000254290,1,0,1,1,0,45,33,177,78,49
ENSG00000254332,28,64,34,104,37,84,129,28,78,62
ENSG00000254343,220,244,67,211,69,371,1058,388,112,254
ENSG00000254363,137,19,31,38,21,108,18,63,39,52
ENSG00000254389,1271,431,312,135,57,863,150,489,163,245
ENSG00000254415,249,137,184,1109,147,114,185,88,44,71
ENSG00000254419,101,18,4,12,3,32,14,53,31,26
ENSG00000254428,13,7,6,41,34,39,45,104,16,19
ENSG00000254461,13,9,7,26,17,39,37,57,15,11
ENSG00000254469,50,55,58,57,43,124,84,121,29,63
ENSG00000254470,3844,2274,1862,4266,1177,3092,2125,3992,1968,1357
ENSG00000254473,111,224,25,93,33,230,101,267,97,119
ENSG00000254503,5,3,14,47,17,74,64,52,7,31
ENSG00000254505,68,43,27,57,25,91,47,134,35,48
ENSG00000254531,183,234,110,116,33,89,153,313,70,146
ENSG00000254535,229,119,115,448,367,140,224,25,52,37
ENSG00000254536,46,6,8,19,22,34,26,45,15,10
ENSG00000254585,34,90,6,179,39,103,92,3,54,11
ENSG00000254595,39,48,23,59,28,85,56,75,32,52
ENSG00000254604,16,5,15,12,14,17,10,9,4,23
ENSG00000254605,29,60,41,58,34,68,44,4,44,18
